Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
2280000,0.31677142,1.4523531,380.44897959183675,1200.177732536157,0.17894117355771252,0.17894117355771252,0.22209351,0.02082274,0.00023160115,0.17720035,0.003862298,1.0
2290000,0.26217216,1.45237,288.9428571428571,1203.7856447016966,1.6346571431595034,1.6346571431595034,None,None,None,None,None,1.0
2300000,0.30724967,1.4514458,389.5925925925926,1207.1413690918464,1.8997894723035738,1.8997894723035738,0.20924638,0.019812895,0.00023129302,0.17709766,0.0038571728,1.0
2310000,0.3588588,1.4512558,421.02127659574467,1210.8327044548166,0.6408484891395677,0.6408484891395677,0.22461686,0.019643364,0.00023098427,0.17699476,0.0038520375,1.0
2320000,0.33615407,1.4517636,414.3137254901961,1214.129825432388,1.0064444465032365,1.0064444465032365,0.2316133,0.0227978,0.00023067574,0.1768919,0.0038469064,1.0
2330000,0.30891562,1.4522498,418.85714285714283,1218.3492667995206,1.0649411749498754,1.0649411749498754,0.22618578,0.026670845,0.00023036737,0.17678915,0.0038417776,1.0
2340000,0.31242925,1.4525751,386.4339622641509,1220.4827808715506,1.108710529500202,1.108710529500202,0.20991215,0.028822936,0.00023005981,0.17668661,0.0038366606,1.0
2350000,0.32020718,1.4525663,376.9818181818182,1224.067561821685,1.620179487962443,1.620179487962443,0.27328548,0.024126617,0.00022975226,0.17658411,0.0038315451,1.0
2360000,0.3536606,1.452656,416.4166666666667,1225.1548552657466,0.710147053883274,0.710147053883274,0.23195471,0.030305998,0.0002294442,0.17648134,0.0038264196,1.0
2370000,0.3433228,1.4538707,394.7843137254902,1228.5886359253643,1.6729999997510783,1.6729999997510783,0.21569534,0.017622786,0.00022913591,0.17637864,0.003821292,1.0
2380000,0.3562873,1.45408,406.5882352941176,1232.1042603861458,1.2839722346398048,1.2839722346398048,0.24312888,0.027548974,0.000228828,0.17627604,0.0038161722,1.0
2390000,0.35878125,1.4560508,414.6470588235294,1234.4959346433998,1.0048333341611497,1.0048333341611497,0.23614423,0.02045099,0.00022852077,0.1761736,0.003811061,1.0
2400000,0.32926694,1.4558041,397.05882352941177,1234.9707930843886,0.8395000003155373,0.8395000003155373,0.24683557,0.029836824,0.0002282117,0.17607056,0.0038059202,1.0
2410000,0.3322953,1.4551995,374.58,1240.4647864890317,1.4616857115545177,1.4616857115545177,0.20491014,0.025458476,0.00022790357,0.17596783,0.0038007954,1.0
2420000,0.32479435,1.4554627,417.2692307692308,1246.2138512166732,1.2202972991712946,1.2202972991712946,0.22143959,0.024800317,0.00022759555,0.17586516,0.0037956708,1.0
2430000,0.31148213,1.4548054,371.6041666666667,1247.8605447533057,1.002969695555018,1.002969695555018,0.26240948,0.018718444,0.00022728703,0.17576231,0.003790541,1.0
2440000,0.31139317,1.4551387,424.42,1252.4138281009414,1.0614571454701944,1.0614571454701944,0.21011774,0.025572019,0.00022697964,0.17565982,0.0037854267,1.0
2450000,0.28459033,1.455211,405.6326530612245,1255.2041595037758,1.0633823568521834,1.0633823568521834,0.25154975,0.02369369,0.00022667198,0.1755573,0.0037803107,1.0
2460000,0.2804092,1.4554931,394.8545454545455,1258.3680248671621,1.6720512913874326,1.6720512913874326,0.19065171,0.031163398,0.00022636483,0.17545494,0.0037752008,1.0
2470000,0.30021566,1.4559606,383.0188679245283,1260.3607897361462,1.0035897424319187,1.0035897424319187,0.2726714,0.021658046,0.00022605615,0.17535205,0.0037700662,1.0
2480000,0.2968773,1.4556661,368.7843137254902,1258.2380485024303,-0.3213333374587819,-0.3213333374587819,0.09415773,0.024753917,0.00022573689,0.17524563,0.0037647563,1.0
2490000,0.2707883,1.4566815,388.94545454545454,1255.3155852078228,0.009500000334810466,0.009500000334810466,0.008688652,0.027365046,0.00022542191,0.17514057,0.0037595173,1.0
2500000,0.22661117,1.457111,266.9428571428571,None,-0.15524999853611612,-0.15524999853611612,0.006890358,0.02459202,0.00022510688,0.17503561,0.003754278,1.0
2510000,0.18734413,1.4565284,393.36538461538464,1255.195744980321,-0.24839999830971163,-0.24839999830971163,0.006852925,0.027493898,0.0002247919,0.17493062,0.0037490374,1.0
2520000,0.15584669,1.4563808,392.84615384615387,1255.195744980321,0.01233333304213981,0.01233333304213981,0.0067737354,0.019071918,0.00022447687,0.17482564,0.0037437982,1.0
2530000,0.13307846,1.4557465,388.0740740740741,1254.6993181621767,-0.1909333278114597,-0.1909333278114597,0.0058619683,0.024035277,0.00022416191,0.17472063,0.003738559,1.0
2540000,0.10851397,1.4581962,407.04,1253.5879308221479,-0.3884666678340485,-0.3884666678340485,0.009771374,0.024252975,0.00022384695,0.17461567,0.00373332,1.0
2550000,0.08283219,1.4582822,388.5660377358491,1251.6274591341564,-0.32146666690241543,-0.32146666690241543,0.00748597,0.029533308,0.00022353188,0.17451061,0.0037280791,1.0
2560000,0.062587745,1.457629,375.45454545454544,1251.309305135396,0.010333330044522882,0.010333330044522882,0.008248882,0.019855587,0.00022321694,0.17440562,0.00372284,1.0
2570000,0.053694256,1.4575443,370.09090909090907,1251.309305135396,0.014466667408123612,0.014466667408123612,0.0033201976,0.020090235,0.00022290189,0.17430064,0.003717601,1.0
2580000,0.045659427,1.4552425,381.9811320754717,1250.2935697483979,-0.12120000614474218,-0.12120000614474218,None,None,None,None,None,1.0
2590000,0.035985075,1.45644,382.44444444444446,1248.6130303008408,0.01113333353617539,0.01113333353617539,0.008314035,0.032226466,0.00022258695,0.17419563,0.003712362,1.0
2600000,0.030382557,1.4566114,384.94117647058823,1246.8485750926072,-0.3209333327288429,-0.3209333327288429,0.008194477,0.030886317,0.00022227188,0.17409058,0.0037071211,1.0
2610000,0.01851341,1.4571229,399.2244897959184,1245.564661394045,-0.2500666658005988,-0.2500666658005988,0.00578009,0.027167827,0.00022195693,0.17398562,0.0037018817,1.0
2620000,0.009022468,1.456644,394.39622641509436,1242.8581192410575,-0.3191333344206214,-0.3191333344206214,0.0049270014,0.024750587,0.00022164188,0.1738806,0.0036966428,1.0
2630000,9.253498e-05,1.4569702,418.6904761904762,1240.6172358856916,-0.05566666768863797,-0.05566666768863797,0.0073230094,0.022323452,0.00022132692,0.17377563,0.003691404,1.0
2640000,-0.0032987571,1.4572347,409.962962962963,1240.4126834247552,0.07833333394179741,0.07833333394179741,0.009092668,0.024361271,0.00022101187,0.17367063,0.0036861645,1.0
2650000,-0.0023049002,1.4577651,370.8333333333333,1241.6007682524837,-0.32080000261000047,-0.32080000261000047,0.0091134515,0.027917242,0.00022069691,0.17356567,0.0036809242,1.0
2660000,-0.006350664,1.4567071,390.24528301886795,1241.8491539349714,-0.05246667570900172,-0.05246667570900172,0.007347948,0.026260711,0.00022038196,0.17346062,0.003675685,1.0
2670000,-0.00968779,1.4577007,365.0,1239.5507039051004,-0.38793333097516247,-0.38793333097516247,0.005703266,0.033207353,0.0002200669,0.17335561,0.0036704456,1.0
2680000,-0.0012656036,1.458092,347.0740740740741,1241.1148560246772,1.1565128246483465,1.1565128246483465,0.13201927,0.029053297,0.00021975876,0.17325293,0.0036653206,1.0
2690000,0.04274486,1.4579988,290.3235294117647,1246.579070789373,1.0639411767513272,1.0639411767513272,0.26473486,0.02496,0.00021944856,0.17314954,0.00366016,1.0
2700000,0.10585785,1.4588971,421.3469387755102,1250.624614546996,1.417500002145329,1.417500002145329,0.19137685,0.025317686,0.0002191406,0.17304689,0.0036550376,1.0
2710000,0.1355363,1.4600137,385.36538461538464,1254.4056705096075,0.8971351371052347,0.8971351371052347,0.2618852,0.02559728,0.00021883253,0.17294414,0.0036499137,1.0
2720000,0.14529876,1.4598494,378.8363636363636,1258.4628022675593,0.6046000062022359,0.6046000062022359,0.2547345,0.023532832,0.000218525,0.17284161,0.0036447973,1.0
2730000,0.1730966,1.4607061,377.76785714285717,1260.2880524465022,0.8085609788370387,0.8085609788370387,0.23006913,0.026119422,0.0002182167,0.1727389,0.0036396694,1.0
2740000,0.18530548,1.4573016,381.7843137254902,1260.5383908760298,0.6701388942633962,0.6701388942633962,0.28896102,0.026141478,0.00021790859,0.17263617,0.003634545,1.0
2750000,0.1875669,1.4575763,396.78846153846155,1264.2167907891278,0.8969189200292316,0.8969189200292316,0.2622915,0.022941804,0.00021760086,0.17253357,0.0036294262,1.0
2760000,0.2046259,1.4561923,375.25454545454545,1264.6271039875235,0.45505000001285223,0.45505000001285223,0.2530584,0.026119608,0.00021729353,0.17243114,0.003624315,1.0
2770000,0.18915991,1.4560691,388.61538461538464,1267.0607576178086,1.171027779721448,1.171027779721448,0.2586812,0.028761681,0.00021698493,0.17232832,0.0036191808,1.0
2780000,0.22120963,1.4565754,402.6078431372549,1269.7679407843416,0.7340540559647756,0.7340540559647756,0.20627154,0.018531233,0.00021667704,0.17222564,0.003614061,1.0
2790000,0.23968332,1.4568512,396.9,1272.865089114822,1.0639705934000256,1.0639705934000256,0.23262167,0.025263228,0.00021636949,0.17212312,0.0036089444,1.0
2800000,0.23401098,1.4559202,409.6470588235294,1276.724148121623,0.5726486461337756,0.5726486461337756,0.22560307,0.020620275,0.00021606071,0.17202026,0.0036038083,1.0
2810000,0.24085222,1.4555122,369.3333333333333,1277.5515896479585,1.1586410330954748,1.1586410330954748,0.27764007,0.02332158,0.00021575301,0.17191762,0.003598691,1.0
2820000,0.24145417,1.4540876,379.41509433962267,1277.3586707102288,0.3203421057765617,0.3203421057765617,0.2655711,0.021572357,0.00021544434,0.17181478,0.003593557,1.0
2830000,0.25273892,1.4543647,361.05357142857144,1277.3812535019208,1.101512194060289,1.101512194060289,0.26477548,0.021556627,0.0002151357,0.17171189,0.0035884236,1.0
2840000,0.25287965,1.4558858,401.4791666666667,1279.6270196144317,1.1845454575183492,1.1845454575183492,0.22385456,0.029137617,0.00021482802,0.17160934,0.0035833044,1.0
2850000,0.2613598,1.4558892,367.2280701754386,1281.0690476452128,1.0042857167205685,1.0042857167205685,0.24483515,0.017273635,0.0002145204,0.17150682,0.0035781881,1.0
2860000,0.2701952,1.4564512,395.8301886792453,1284.6166934015714,0.6361578990748201,0.6361578990748201,0.255389,0.02578797,0.0002142107,0.17140354,0.0035730372,1.0
2870000,0.26379523,1.4569961,382.6607142857143,1286.97639666009,0.8099756125366406,0.8099756125366406,0.25813627,0.028304642,0.0002139023,0.17130075,0.0035679063,1.0
2880000,0.26367545,1.4576432,336.86206896551727,1286.2432535033997,0.35266666766256094,0.35266666766256094,None,None,None,None,None,1.0
2890000,0.22441077,1.4569997,248.55,None,-0.23516666588451093,-0.23516666588451093,0.0051453346,0.024063714,0.00021357961,0.17119317,0.0035625398,1.0
2900000,0.18700641,1.4568858,397.3,1284.7814442816953,-0.18313333189580588,-0.18313333189580588,0.009245431,0.023615265,0.00021326457,0.17108819,0.0035573007,1.0
